Application_mode,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Previous_qualification_grade,Admission_grade,Displaced,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade
1,0,1,0,0,19,129.0,142.0,1,6,6,12.666666666666666,6,6,12.714285714285714
17,0,1,0,0,19,136.0,127.3,1,0,0,0.0,0,0,0.0
17,0,1,0,1,18,128.0,116.5,0,6,5,10.8,6,6,10.5
43,0,1,0,1,19,140.0,138.6,0,7,6,14.25,8,8,13.063636363636364
42,0,1,0,0,20,141.0,133.0,0,14,12,12.153846153846152,12,10,12.9
17,0,1,0,0,19,133.0,136.2,1,6,1,11.5,6,2,10.5
17,0,1,0,1,19,125.0,118.0,1,6,4,12.25,6,3,12.333333333333334
1,0,1,0,1,18,124.0,126.8,0,6,6,12.0,6,5,11.142857142857142
1,0,1,0,1,18,140.0,128.5,1,8,8,13.40375,8,8,13.40375
17,0,1,0,1,19,140.0,129.9,0,6,6,11.333333333333334,6,3,12.666666666666666
17,1,1,1,0,20,137.0,125.8,0,6,5,12.2,6,6,12.333333333333334
17,0,1,1,1,18,144.0,129.3,1,0,0,0.0,0,0,0.0
1,0,1,1,0,18,138.0,124.7,1,7,0,0.0,8,0,0.0
39,1,0,1,0,35,130.0,154.9,0,6,5,16.166666666666668,6,4,16.0
17,0,1,1,0,18,142.0,127.3,0,5,3,11.0,5,3,11.0
1,0,1,1,1,19,136.0,129.0,1,0,0,0.0,0,0,0.0
1,0,1,1,1,19,133.1,98.0,1,6,4,12.0,6,6,12.285714285714286
17,0,1,1,0,20,130.0,122.0,1,5,2,10.5,5,4,12.25
43,0,1,1,0,19,117.0,112.5,1,6,3,11.666666666666666,6,4,10.333333333333334
1,0,1,1,0,19,136.0,127.3,1,5,3,11.0,5,2,10.0
39,0,1,1,0,24,133.1,100.5,0,7,0,0.0,7,0,0.0
39,1,0,1,0,29,140.0,122.0,1,6,4,12.5,6,0,0.0
39,0,1,1,0,24,150.0,140.0,0,7,7,11.294444444444444,8,2,12.6
17,0,1,1,0,19,121.0,116.1,1,6,5,11.2,6,4,12.5
7,0,1,1,0,37,120.0,130.0,1,0,0,0.0,0,0,0.0
5,0,1,1,0,18,143.0,146.2,1,6,5,13.2,6,5,11.8
44,0,1,1,1,20,180.0,180.0,0,7,6,14.142857142857142,6,6,14.125
1,0,0,1,0,18,132.0,127.8,1,5,0,0.0,5,0,0.0
43,0,1,1,0,22,130.0,130.8,0,5,0,0.0,5,3,13.333333333333334
17,0,1,1,1,22,133.1,109.0,1,5,3,12.333333333333334,5,3,10.571428571428571
1,1,0,1,0,18,131.0,132.4,1,6,0,0.0,6,0,0.0
1,0,1,1,0,18,149.0,129.3,1,8,7,13.1,8,7,13.1
1,0,1,1,0,19,124.0,125.4,1,6,6,13.5,6,6,13.166666666666666
1,0,1,1,0,19,126.0,130.2,0,5,5,10.2,5,3,12.0
1,0,1,1,0,19,140.0,132.0,0,6,5,11.571428571428571,6,3,13.0
44,1,1,1,0,21,170.0,170.0,1,6,6,15.285714285714286,6,6,15.166666666666666
1,0,1,1,0,19,133.0,130.2,0,6,5,12.6,10,8,11.0
18,0,1,1,0,18,126.0,115.5,0,7,6,13.433333333333332,7,4,13.6
16,0,1,1,0,19,129.0,127.6,1,5,5,11.6,5,3,11.0
7,0,1,1,0,25,140.0,140.0,0,6,6,14.666666666666666,6,6,13.5
1,0,1,1,0,22,130.0,120.2,1,6,6,14.666666666666666,6,6,14.666666666666666
39,0,1,1,0,24,130.0,150.0,0,8,7,12.742857142857144,8,7,12.742857142857144
1,0,1,1,0,19,99.0,100.0,1,7,7,11.975,8,7,13.12857142857143
43,0,1,1,0,18,146.0,100.0,0,5,4,12.25,5,3,11.666666666666666
17,0,0,1,0,20,129.0,128.0,0,0,0,0.0,0,0,0.0
1,0,1,1,1,19,132.0,128.0,1,8,7,14.935714285714283,8,7,14.935714285714283
43,0,1,1,0,19,110.0,107.2,1,6,2,10.5,6,4,10.0
1,0,1,1,0,19,116.0,110.1,1,6,5,13.333333333333334,6,5,13.0
43,1,1,1,0,23,119.0,119.0,0,6,0,0.0,6,0,0.0
39,0,1,1,0,47,120.0,155.5,0,6,5,13.8,6,4,14.0
1,0,1,1,0,19,117.0,118.4,0,6,6,11.833333333333334,6,4,10.75
1,0,1,1,0,19,137.0,141.2,1,0,0,0.0,0,0,0.0
1,0,1,1,0,18,124.0,119.1,1,0,0,0.0,0,0,0.0
43,0,1,1,0,28,151.0,111.0,0,5,2,10.0,5,0,0.0
43,0,1,1,0,20,138.6,138.6,1,6,4,11.5,6,3,11.666666666666666
17,0,1,1,1,18,118.0,121.2,0,6,3,10.666666666666666,6,4,12.0
1,0,1,1,1,21,136.0,150.4,1,0,0,0.0,0,0,0.0
1,0,1,1,0,19,123.0,117.8,0,6,4,12.75,6,2,13.0
39,1,0,1,0,24,133.1,102.5,0,6,0,0.0,6,0,0.0
39,0,1,1,0,24,130.0,110.0,0,6,6,11.333333333333334,6,3,11.333333333333334
39,1,0,1,0,25,133.1,138.3,1,6,0,0.0,6,0,0.0
39,0,1,1,0,28,150.0,122.3,0,6,6,13.0,6,5,12.2
39,0,1,1,0,37,130.0,127.8,0,5,4,10.75,5,3,11.333333333333334
43,0,1,1,0,19,128.0,100.0,0,5,5,12.0,5,2,10.5
17,0,1,1,1,18,133.0,126.4,1,7,7,13.462857142857144,8,8,13.90625
39,0,1,1,0,48,133.1,100.0,0,6,3,10.0,6,1,10.0
17,0,1,1,0,21,129.0,117.1,1,6,6,12.333333333333334,6,6,13.666666666666666
17,0,1,1,1,19,128.0,124.7,0,7,6,12.528571428571428,7,6,12.416666666666666
43,0,1,1,1,21,136.0,124.1,0,8,0,0.0,8,0,0.0
44,1,0,1,0,23,130.0,129.4,1,5,0,0.0,5,0,0.0
1,0,1,1,0,18,141.0,138.9,1,5,5,13.6,5,4,13.25
44,0,1,1,0,22,140.0,138.6,0,6,6,12.333333333333334,6,2,14.0
16,0,1,1,0,25,122.0,133.9,1,13,10,11.454545454545457,11,7,12.25
7,1,1,1,0,27,140.0,140.0,0,13,8,13.5,11,5,14.4
39,0,0,1,0,49,133.1,95.1,0,5,0,0.0,5,0,0.0
39,0,0,1,0,31,120.0,128.2,0,5,2,11.0,5,0,0.0
39,0,1,1,0,54,133.1,121.5,0,6,6,13.714285714285714,6,5,14.333333333333334
7,1,0,1,0,25,120.0,120.0,1,21,21,12.363636363636363,16,12,12.25
44,0,1,1,0,20,130.0,130.0,0,7,3,10.666666666666666,6,2,11.5
7,0,1,1,0,28,120.0,120.0,0,6,2,12.0,6,3,12.666666666666666
39,0,1,1,0,41,133.1,107.0,0,7,7,12.857142857142858,6,6,13.166666666666666
1,0,1,1,1,19,122.0,116.1,0,6,6,13.125,6,6,12.714285714285714
43,0,1,1,0,22,123.0,114.4,0,5,0,0.0,5,2,11.5
1,0,1,1,0,34,178.0,157.7,0,6,2,13.5,6,0,0.0
39,1,0,1,0,28,130.0,150.0,0,11,11,15.090909090909092,10,10,15.0
1,0,1,1,0,42,110.0,114.3,1,6,5,12.4,6,5,11.8
18,0,0,1,0,21,106.0,104.6,0,6,5,14.0,6,4,14.8
7,0,1,1,0,50,140.0,140.0,0,6,2,13.5,6,1,13.0
1,0,1,1,0,19,108.0,109.1,1,5,0,0.0,5,0,0.0
43,0,1,1,0,18,120.0,120.6,0,7,4,12.65,7,3,10.666666666666666
39,0,1,1,0,59,100.0,161.9,0,5,0,0.0,5,0,0.0
7,0,0,1,0,33,140.0,140.0,1,5,0,0.0,5,0,0.0
17,0,1,1,1,23,133.1,178.0,1,6,6,13.333333333333334,6,5,12.8
39,0,1,1,0,44,133.1,138.3,0,5,3,11.333333333333334,5,5,11.142857142857142
1,0,1,1,0,37,140.0,128.0,1,6,0,0.0,6,0,0.0
39,0,1,1,0,36,100.0,139.0,0,0,0,0.0,0,0,0.0
1,0,0,1,0,22,123.0,113.2,0,5,3,11.666666666666666,5,2,10.5
39,0,1,1,0,49,133.1,139.0,0,6,6,12.166666666666666,6,6,14.428571428571429
51,0,1,1,0,23,135.0,110.0,1,6,6,13.333333333333334,6,4,12.75
1,0,1,1,0,19,132.0,136.6,1,6,5,11.4,6,3,11.0
43,0,1,1,0,47,120.0,161.1,0,6,6,12.142857142857142,6,0,0.0
43,0,1,1,0,28,130.0,130.0,0,18,17,13.058823529411764,12,12,12.307692307692308
44,0,1,1,0,21,140.0,140.0,0,6,4,11.75,6,4,10.5
1,1,0,1,0,21,133.1,121.0,0,6,5,11.833333333333334,6,5,10.0
43,0,1,1,0,21,120.0,118.6,0,11,10,12.4,10,10,11.8
1,0,1,1,0,20,140.0,138.3,0,6,6,13.428571428571429,6,4,11.5
42,0,0,1,0,49,133.1,115.8,0,5,0,0.0,5,0,0.0
39,0,1,1,0,40,120.0,160.0,0,5,5,11.0,5,5,13.4
17,0,1,1,1,22,125.0,114.5,0,6,6,13.625,6,6,14.428571428571429
42,0,1,1,0,19,136.0,117.5,0,5,4,11.8,5,2,11.5
39,0,1,1,0,31,133.1,121.7,0,5,0,0.0,5,0,0.0
42,0,1,1,0,30,120.0,115.0,0,6,2,15.0,6,2,13.5
1,0,1,1,0,19,127.0,125.3,0,6,5,10.8,6,5,11.0
18,0,1,1,0,22,131.0,131.0,0,5,3,13.666666666666666,5,3,11.333333333333334
1,0,1,1,0,19,127.0,126.3,0,6,6,12.833333333333334,6,6,13.333333333333334
17,0,0,1,0,21,132.0,127.1,0,0,0,0.0,0,0,0.0
17,0,1,1,0,19,137.0,138.4,0,6,6,15.125,6,6,13.428571428571429
43,0,1,1,0,22,126.0,100.0,1,5,0,0.0,5,1,10.0
1,0,1,1,0,22,136.0,126.2,0,6,5,11.4,6,5,11.0
1,0,1,1,0,19,124.0,118.8,0,6,4,12.25,6,6,11.0
39,0,0,1,0,26,137.0,124.5,0,6,0,0.0,6,0,0.0
44,0,1,1,0,23,140.0,140.0,0,7,3,14.0,6,1,14.0
17,0,1,1,0,18,131.0,125.1,0,6,6,12.333333333333334,6,5,10.8
1,1,1,1,1,22,130.0,118.8,0,5,5,10.666666666666666,5,2,11.0
18,0,1,1,0,19,136.0,125.2,1,5,5,11.833333333333334,5,5,14.714285714285714
17,0,1,1,0,20,133.1,95.0,0,5,0,0.0,5,0,0.0
1,0,1,1,1,22,110.0,107.6,1,6,6,11.666666666666666,6,6,12.166666666666666
7,0,0,1,0,18,140.0,140.0,1,5,2,13.0,5,0,0.0
43,0,1,1,0,39,133.1,125.4,0,2,0,0.0,4,0,0.0
1,0,1,1,0,18,141.0,128.0,0,8,0,0.0,8,0,0.0
17,0,1,1,1,18,130.0,129.3,0,5,5,13.0,5,5,14.2
1,0,1,1,1,19,160.0,152.0,0,6,6,13.857142857142858,6,6,14.0
1,0,1,1,0,18,140.0,128.8,0,7,6,13.391666666666666,8,8,12.4875
1,0,1,1,1,18,150.0,152.8,1,5,4,12.75,5,0,0.0
44,0,1,1,0,22,150.0,150.0,1,5,4,14.5,5,5,14.6
1,0,1,1,0,19,133.1,112.0,0,6,6,12.166666666666666,6,6,12.166666666666666
1,0,1,1,0,18,152.0,135.6,1,5,5,15.4,5,5,15.6
39,1,0,1,0,31,133.1,134.4,0,5,2,13.333333333333334,5,2,16.0
39,0,1,1,0,28,130.0,120.5,0,5,0,0.0,5,0,0.0
1,0,1,1,0,19,148.0,141.4,0,6,0,0.0,6,0,0.0
17,0,1,1,0,20,148.0,145.2,0,6,6,13.714285714285714,6,6,14.714285714285714
39,0,1,1,0,50,130.0,140.0,0,6,4,12.25,6,0,0.0
43,0,1,1,0,38,160.0,100.0,0,6,5,16.0,6,4,16.5
39,0,1,1,0,31,130.0,140.0,1,5,1,11.0,5,1,13.0
39,0,1,1,0,27,110.0,126.0,1,7,7,14.085714285714284,7,7,14.085714285714284
18,0,1,1,0,21,122.0,112.6,1,6,6,10.166666666666666,6,6,10.5
39,0,1,1,0,34,110.0,106.8,0,5,1,10.0,5,0,0.0
51,0,1,1,0,19,129.0,121.6,1,5,0,0.0,5,1,10.0
39,0,0,1,0,40,110.0,120.0,1,5,2,10.5,5,3,10.666666666666666
1,0,1,1,1,18,170.0,160.6,1,0,0,0.0,0,0,0.0
39,1,0,1,1,46,110.0,130.0,0,6,0,0.0,6,0,0.0
43,0,1,1,0,37,110.0,110.0,0,6,0,0.0,5,0,0.0
39,0,1,1,0,31,133.1,110.0,1,6,0,0.0,6,0,0.0
39,0,1,1,0,34,133.1,145.8,0,6,5,13.333333333333334,6,5,12.4
1,0,1,1,1,18,126.0,130.2,1,0,0,0.0,0,0,0.0
1,0,1,1,1,18,137.0,122.3,0,6,6,13.571428571428571,6,6,14.333333333333334
17,0,1,1,1,19,117.0,125.4,1,6,6,12.833333333333334,6,6,11.166666666666666
43,0,1,1,0,40,100.0,130.0,0,5,4,10.25,8,5,11.2
39,0,1,1,0,25,120.0,150.0,0,6,0,0.0,6,0,0.0
17,1,1,1,0,20,126.0,116.9,1,5,4,14.5,6,3,13.333333333333334
17,0,1,1,0,20,122.0,114.7,0,5,5,15.8,5,5,13.714285714285714
39,0,0,1,0,43,111.0,95.8,1,6,0,0.0,6,0,0.0
17,0,1,1,0,18,139.0,133.1,1,5,4,12.5,5,3,14.666666666666666
43,0,1,1,0,35,150.0,150.0,0,18,18,11.666666666666666,13,12,11.5
17,0,1,1,0,23,116.0,118.5,0,5,4,13.0,5,5,13.0
17,0,1,1,0,19,130.0,131.1,0,7,7,12.12142857142857,9,8,11.50625
53,0,1,1,1,21,150.0,150.3,1,11,9,14.22222222222222,9,7,13.75
43,0,1,1,0,19,132.0,120.5,0,6,4,12.5,6,4,13.25
18,0,1,1,0,20,108.0,105.6,1,5,5,12.166666666666666,5,5,15.285714285714286
39,0,1,1,1,30,133.1,125.3,0,6,0,0.0,6,0,0.0
39,0,1,1,0,44,120.0,131.0,1,6,6,12.666666666666666,6,6,11.5
18,0,1,1,0,19,146.0,127.0,0,8,7,13.614285714285714,8,7,13.614285714285714
44,0,1,1,0,22,150.0,150.0,1,18,12,12.857142857142858,12,10,14.3
1,0,1,1,0,18,160.0,149.2,0,5,4,14.0,5,5,14.2
17,0,1,1,1,21,125.0,121.5,1,6,4,14.75,6,5,11.8
1,0,1,1,0,18,125.0,137.3,0,6,0,0.0,6,0,0.0
17,0,1,1,0,18,122.0,119.6,1,6,6,13.625,6,6,14.285714285714286
1,0,1,1,0,19,138.0,141.5,0,0,0,0.0,0,0,0.0
44,0,1,1,0,21,150.0,150.0,1,6,4,11.8,6,4,11.875
39,0,1,1,0,31,140.0,110.0,0,6,6,15.125,6,6,14.6
17,0,1,1,0,21,113.0,110.2,1,6,4,11.5,6,2,10.5
39,1,1,1,0,24,139.0,110.3,0,5,1,10.0,5,1,11.0
42,0,1,1,0,27,133.1,120.0,0,4,0,0.0,5,0,0.0
1,0,1,1,0,20,118.0,114.2,1,5,3,10.333333333333334,5,5,12.8
44,0,1,1,0,22,140.0,140.0,1,5,0,0.0,5,2,11.666666666666666
1,0,1,1,1,19,144.0,132.8,0,6,4,12.0,6,4,12.5
18,0,1,1,0,19,125.0,121.5,1,6,6,13.833333333333334,6,6,14.5
1,1,1,1,0,23,131.0,127.2,1,17,13,12.153846153846152,17,11,11.909090909090908
17,0,1,1,0,18,131.0,128.2,1,6,6,14.0,6,6,13.666666666666666
1,0,0,1,0,29,140.0,133.4,1,6,6,16.5,6,5,13.8
39,0,1,1,0,29,133.1,120.0,1,5,1,18.0,5,3,13.333333333333334
44,0,1,1,0,20,140.0,140.0,0,6,6,11.285714285714286,6,5,11.77777777777778
1,0,1,1,1,19,139.0,136.9,1,0,0,0.0,0,0,0.0
17,0,1,1,0,22,125.0,117.0,1,0,0,0.0,0,0,0.0
1,0,1,1,0,20,117.0,110.7,1,6,5,14.0,6,6,12.0
39,0,1,1,0,24,150.0,160.0,1,5,4,13.75,5,3,12.0
1,0,0,1,0,21,95.0,95.0,0,6,4,13.25,6,5,11.0
39,0,1,1,1,25,150.0,148.8,0,5,4,14.25,5,4,14.75
39,0,0,1,0,32,120.0,110.0,0,5,0,0.0,5,0,0.0
43,0,0,1,0,26,136.0,133.9,0,12,8,11.25,8,3,11.333333333333334
1,0,1,1,1,18,133.0,125.7,1,6,6,13.5,6,6,12.5
17,0,1,1,1,19,125.0,116.6,0,6,5,12.666666666666666,6,6,12.857142857142858
1,0,1,1,1,19,127.0,141.0,1,6,6,15.166666666666666,6,6,12.333333333333334
7,0,1,1,0,27,130.0,130.0,0,6,6,13.166666666666666,5,5,15.142857142857142
53,1,1,1,0,21,130.0,130.0,0,12,10,11.8,12,9,11.444444444444445
17,0,1,1,0,20,127.0,115.8,0,5,4,11.5,5,0,0.0
44,0,1,1,0,21,140.0,140.0,1,6,6,14.5,6,6,11.333333333333334
1,0,1,1,0,22,125.0,126.1,1,6,5,13.4,6,3,10.666666666666666
1,1,0,1,0,19,135.0,137.5,1,0,0,0.0,0,0,0.0
17,0,1,1,1,18,132.0,120.8,1,5,4,10.8,5,2,12.5
39,0,1,1,0,28,110.0,136.5,0,5,0,0.0,5,0,0.0
39,1,0,1,0,25,130.0,122.0,0,10,6,11.428571428571429,7,4,12.0
43,0,1,1,0,25,130.0,130.0,0,14,8,12.5,13,10,11.6
1,0,1,1,0,18,135.0,126.3,0,5,2,13.5,5,3,12.333333333333334
1,0,1,1,0,26,133.1,98.0,0,6,0,0.0,6,0,0.0
17,0,1,1,1,18,135.0,121.0,1,5,5,12.75,5,5,11.5
43,0,1,1,0,22,128.0,124.2,1,6,3,11.333333333333334,6,3,12.333333333333334
39,0,1,1,0,25,140.0,130.0,0,6,0,0.0,6,0,0.0
1,0,1,1,0,19,135.0,136.1,1,6,5,11.4,6,5,12.4
17,0,1,1,0,19,131.0,132.8,1,6,6,14.428571428571429,6,6,14.571428571428571
17,0,1,1,0,19,131.0,126.3,0,7,7,12.492857142857144,8,8,11.7125
39,0,1,1,0,45,100.0,111.5,0,8,4,11.5,8,4,11.0
39,0,1,1,0,52,140.0,118.2,0,5,5,11.2,5,5,12.8
1,0,0,1,0,20,124.0,115.6,1,5,3,12.0,5,3,11.0
1,0,1,1,0,19,130.0,117.8,1,8,7,15.885714285714286,8,7,15.885714285714286
1,1,0,1,0,21,142.0,127.0,0,7,4,12.94,7,4,11.58
39,0,0,1,0,35,150.0,140.0,0,6,6,14.0,6,6,14.166666666666666
39,0,1,1,0,36,110.0,106.0,1,0,0,0.0,0,0,0.0
39,1,0,1,0,47,110.0,151.0,0,7,0,0.0,8,0,0.0
18,0,1,1,0,22,112.0,106.4,0,5,0,0.0,5,0,0.0
39,0,1,1,0,41,100.0,125.3,1,5,4,11.25,5,3,11.0
7,0,1,1,0,26,130.0,130.0,0,5,0,0.0,5,0,0.0
39,0,0,0,0,51,133.1,116.0,0,6,4,11.25,6,0,0.0
39,0,1,0,0,43,150.0,120.0,0,5,3,10.666666666666666,5,4,12.5
39,0,1,0,0,41,100.0,100.0,1,6,5,11.8,6,3,10.666666666666666
43,0,1,1,0,23,130.0,118.5,1,10,8,11.625,10,10,11.181818181818182
43,0,1,1,0,22,129.0,118.9,1,6,0,0.0,5,0,0.0
17,0,1,1,1,25,127.0,119.3,1,6,4,10.25,6,4,11.25
43,0,1,1,0,25,140.0,135.8,1,15,15,10.8,14,14,11.357142857142858
53,0,0,1,1,22,130.0,130.0,1,12,11,12.545454545454543,11,11,12.666666666666666
39,0,1,1,0,24,133.1,129.8,0,7,7,13.571428571428571,6,5,13.4
39,0,1,1,0,47,140.0,150.0,0,6,0,0.0,6,0,0.0
39,0,1,1,0,41,133.1,111.9,1,5,0,0.0,5,0,0.0
39,0,1,1,0,43,120.0,150.1,1,6,6,14.77777777777778,6,5,12.2
39,0,1,1,0,29,133.1,130.0,0,3,0,0.0,4,0,0.0
39,0,1,1,0,30,120.0,128.0,0,2,0,0.0,2,0,0.0
39,0,0,1,0,26,133.1,102.5,0,4,0,0.0,5,0,0.0
39,0,0,1,0,27,133.1,102.5,0,5,0,0.0,5,0,0.0
39,0,1,1,1,36,100.0,110.0,0,5,5,11.4,5,5,11.6
39,0,1,1,0,29,133.1,114.0,0,9,6,11.666666666666666,7,6,10.857142857142858
42,0,1,1,0,35,120.0,128.2,1,10,7,11.285714285714286,8,5,13.0
1,0,1,1,1,18,128.0,116.5,0,6,4,11.5,6,5,12.6
1,0,1,1,1,24,172.0,149.3,0,5,5,16.0,5,5,16.0
1,0,1,1,1,18,146.0,134.1,1,6,6,12.5,6,6,12.666666666666666
17,0,1,1,0,18,135.0,126.6,1,5,4,12.0,5,3,13.0
43,0,1,1,0,21,160.0,120.0,0,5,0,0.0,5,3,11.666666666666666
42,0,1,1,0,21,150.0,133.5,1,5,5,13.0,5,5,12.6
39,0,1,1,0,32,130.0,110.0,0,18,13,13.714285714285714,12,12,12.083333333333334
1,0,1,1,1,22,111.0,107.5,1,5,3,12.333333333333334,6,3,12.5
7,0,0,1,0,32,130.0,130.0,1,17,11,12.727272727272728,12,10,12.7
43,0,1,1,0,35,170.0,111.6,0,5,1,14.0,5,0,0.0
18,0,0,1,0,23,133.1,101.0,1,5,0,0.0,5,0,0.0
39,0,1,1,0,39,100.0,108.3,0,6,5,11.4,6,3,11.0
43,0,1,1,0,35,120.0,128.2,0,5,0,0.0,5,1,10.0
39,0,1,1,0,32,110.0,150.0,0,6,6,18.875,12,12,17.692307692307693
1,0,1,1,0,20,133.1,142.8,0,6,0,0.0,6,0,0.0
39,0,1,1,0,34,120.0,100.0,0,7,6,11.333333333333334,7,4,12.6
7,0,1,1,0,44,150.0,150.0,1,7,7,13.5,5,5,16.2
39,0,1,1,0,53,133.1,156.5,0,11,2,15.0,9,3,10.0
39,1,0,1,0,28,120.0,98.6,0,5,0,0.0,5,0,0.0
7,0,1,1,0,31,130.0,130.0,0,9,9,14.22222222222222,5,5,12.8
1,1,0,1,0,18,130.0,118.1,0,0,0,0.0,0,0,0.0
39,1,0,1,0,44,100.0,120.0,0,7,4,12.0,6,0,0.0
1,0,1,1,0,19,142.0,127.7,1,5,5,12.6,5,4,12.0
15,0,1,1,0,21,130.0,130.0,0,12,12,15.083333333333334,11,11,13.083333333333334
18,0,1,1,1,18,148.0,147.7,0,5,0,0.0,5,0,0.0
44,0,1,1,0,20,170.0,170.0,1,6,6,14.5,6,6,15.3
39,0,1,1,0,55,110.0,110.2,0,6,6,14.5,6,6,13.5
1,0,1,1,0,27,166.0,146.4,0,5,3,10.0,5,1,13.0
17,0,1,1,0,19,135.0,121.0,0,5,0,0.0,5,0,0.0
1,0,1,1,0,18,133.0,129.9,0,5,5,11.6,5,5,13.2
39,0,1,1,0,43,133.1,132.0,0,6,4,11.75,6,0,0.0
18,0,1,1,0,18,121.0,125.9,1,6,0,0.0,6,0,0.0
1,0,1,1,0,18,159.0,165.7,1,0,0,0.0,0,0,0.0
17,1,1,1,1,20,130.0,122.7,1,6,0,0.0,6,0,0.0
39,1,0,1,0,29,121.0,141.4,0,5,4,11.25,5,4,11.8
39,1,1,1,0,44,133.1,156.4,1,6,5,11.571428571428571,6,0,0.0
1,0,1,1,0,18,146.0,148.5,1,5,4,10.0,5,1,16.0
44,0,1,1,1,20,140.0,140.0,0,6,5,13.833333333333334,6,6,12.3
43,0,1,1,0,20,125.0,131.7,1,6,4,12.75,9,3,12.666666666666666
39,0,1,1,0,36,120.0,104.7,1,4,0,0.0,5,0,0.0
44,0,1,1,0,19,150.0,150.0,1,6,5,11.6,6,2,11.0
39,0,0,1,0,29,110.0,110.0,0,5,0,0.0,5,0,0.0
1,0,1,1,0,18,120.0,129.1,1,6,4,11.25,6,3,10.333333333333334
39,0,0,1,0,24,133.1,120.0,0,6,0,0.0,6,0,0.0
1,0,1,1,0,20,133.1,127.0,0,6,6,14.333333333333334,6,6,15.0
39,1,0,1,0,45,133.1,151.5,0,6,0,0.0,5,0,0.0
43,0,1,1,1,28,130.0,126.8,1,23,20,13.5,23,20,13.5
1,0,1,1,0,23,160.0,140.8,1,6,6,12.666666666666666,6,5,12.2
1,0,1,1,0,18,128.0,125.6,1,7,7,12.444285714285714,8,7,11.347142857142858
1,0,1,1,0,23,140.0,127.8,1,5,3,10.666666666666666,5,3,11.333333333333334
43,0,1,1,0,22,120.0,120.0,1,0,0,0.0,0,0,0.0
1,0,1,1,1,22,140.0,131.3,0,6,6,12.666666666666666,6,5,12.4
39,0,1,1,0,33,120.0,155.7,0,5,5,13.2,5,5,14.833333333333334
53,0,1,1,0,21,130.0,128.5,0,12,10,12.7,12,11,12.181818181818182
39,0,1,1,0,45,100.0,170.0,0,5,5,14.833333333333334,5,5,14.8
39,0,0,1,0,44,133.1,100.0,0,10,4,11.5,7,1,12.0
39,0,1,1,0,42,110.0,107.2,0,6,0,0.0,6,0,0.0
18,0,1,1,0,20,147.0,139.3,1,5,0,0.0,5,0,0.0
17,0,1,1,0,20,133.0,123.2,1,5,3,12.666666666666666,5,2,12.5
1,0,1,1,1,20,137.0,122.3,1,6,6,14.714285714285714,6,6,12.5
17,0,1,1,0,20,124.0,127.9,1,6,3,13.666666666666666,6,4,10.25
1,0,1,1,0,19,128.0,120.3,0,5,5,10.8,5,2,13.5
51,1,0,1,0,26,120.0,128.5,0,8,4,10.5,10,7,10.428571428571429
39,0,1,1,0,31,133.1,150.0,0,6,6,15.0,6,5,12.5
1,1,1,1,1,19,142.0,136.1,0,6,6,12.666666666666666,6,6,14.0
39,0,1,1,0,28,100.0,128.0,1,6,6,13.166666666666666,6,6,13.666666666666666
1,0,1,1,1,20,149.0,158.1,1,0,0,0.0,0,0,0.0
1,0,1,0,0,43,110.0,108.7,1,6,6,13.0,6,6,12.5
39,0,1,1,1,25,133.1,110.0,0,0,0,0.0,0,0,0.0
39,1,1,0,0,40,133.1,120.0,0,6,2,10.0,6,1,15.0
44,0,1,0,0,20,150.0,150.0,0,6,6,13.333333333333334,6,5,13.375
39,0,1,0,0,46,133.1,113.0,0,6,3,12.333333333333334,6,6,13.333333333333334
51,0,1,0,0,26,121.0,118.6,0,21,20,13.181818181818182,14,14,11.642857142857142
39,0,1,0,1,34,133.1,148.8,0,7,6,12.513333333333334,8,7,13.071428571428571
18,0,1,0,0,19,122.0,120.3,1,6,0,0.0,6,0,0.0
1,0,1,0,1,18,143.0,127.0,1,8,7,13.585714285714284,8,7,13.585714285714284
1,0,1,0,0,18,123.0,113.8,1,7,7,11.155555555555557,8,8,11.425
39,0,1,1,1,37,120.0,108.0,0,7,6,11.857142857142858,6,5,12.0
17,0,1,1,1,23,114.0,129.1,0,0,0,0.0,0,0,0.0
43,0,1,1,0,26,114.0,135.9,0,14,14,14.0,13,13,13.615384615384617
10,0,0,0,0,18,154.4,154.4,1,6,5,12.0,6,0,0.0
15,0,1,0,0,18,190.0,190.0,1,7,4,11.575,7,5,12.419999999999998
17,0,1,0,0,19,136.0,132.5,1,7,7,13.198571428571428,8,8,13.0625
10,0,1,0,0,18,163.3,163.3,0,6,6,13.5,6,6,12.0
1,0,1,0,0,19,126.0,122.5,1,6,6,13.333333333333334,6,5,12.8
17,0,1,1,0,20,122.0,121.0,1,5,4,14.25,5,1,10.0
17,0,1,0,1,22,137.0,131.8,0,6,6,12.166666666666666,6,4,12.0
1,0,1,0,1,18,139.0,135.0,1,8,7,12.214285714285714,8,7,12.214285714285714
17,0,1,0,1,18,142.0,141.7,0,6,6,12.666666666666666,6,6,13.0
1,0,1,0,1,18,133.1,131.3,1,6,6,12.285714285714286,6,6,13.5
1,0,1,0,1,18,126.0,123.9,1,6,6,13.0,6,6,13.0
